0,0.005
1,0.0055
2,0.006
3,0.007
4,0.0075
5,0.008
6,0.01
7,0.014
8,0.017
9,0.02
10,0.024
15,0.2
20,0.3
25,0.4
30,0.6
35,0.75
40,0.95
45,1.1
50,1.25
55,1.4
60,1.5
65,1.6
70,1.65
75,1.7
80,1.8
85,1.85
90,1.8
