0.01,0.439
0.02,0.433
0.03,0.457
0.04,0.467
0.05,0.471
0.06,0.473
0.07,0.474
0.08,0.475
0.09,0.474
0.1,0.474
0.11,0.474
0.12,0.473
0.13,0.472
0.14,0.472
0.15,0.471
0.16,0.47
0.17,0.469
0.18,0.469
0.19,0.468
0.2,0.467
0.21,0.467
0.22,0.466
0.23,0.466
0.24,0.465
0.25,0.464
0.26,0.464
0.27,0.464
0.28,0.464
0.29,0.464
0.3,0.464
0.31,0.464
0.32,0.464
0.33,0.464
0.34,0.464
0.35,0.464
0.36,0.464
0.37,0.464
0.38,0.464
0.39,0.464
0.4,0.464
0.41,0.464
0.42,0.464
0.43,0.464
0.44,0.464
0.45,0.464
0.46,0.464
0.47,0.464
0.48,0.464
0.49,0.464
0.5,0.464
0.51,0.464
0.52,0.464
0.53,0.465
0.54,0.465
0.55,0.465
0.56,0.465
0.57,0.465
0.58,0.465
0.59,0.465
0.6,0.466
0.61,0.466
0.62,0.467
0.63,0.468
0.64,0.469
0.65,0.47
0.66,0.471
0.67,0.472
0.68,0.473
0.69,0.473
0.7,0.474
0.71,0.475
0.72,0.476
0.73,0.477
0.74,0.478
0.75,0.479
0.76,0.48
0.77,0.481
0.78,0.482
0.79,0.483
0.8,0.484
0.81,0.484
0.82,0.485
0.83,0.486
0.84,0.487
0.85,0.488
0.86,0.489
0.87,0.49
0.88,0.491
0.89,0.492
0.9,0.493
0.91,0.496
0.92,0.506
0.93,0.526
0.94,0.551
0.95,0.576
0.96,0.6
0.97,0.625
0.98,0.65
0.99,0.674
1,0.699
1.01,0.724
1.02,0.749
1.03,0.773
1.04,0.798
1.05,0.823
1.06,0.818
1.07,0.813
1.08,0.808
1.09,0.803
1.1,0.798
1.11,0.793
1.12,0.788
1.13,0.784
1.14,0.779
1.15,0.774
1.16,0.769
1.17,0.763
1.18,0.758
1.19,0.752
1.2,0.746
1.21,0.74
1.22,0.734
1.23,0.729
1.24,0.726
1.25,0.724
1.26,0.721
1.27,0.719
1.28,0.717
1.29,0.714
1.3,0.712
1.31,0.71
1.32,0.708
1.33,0.706
1.34,0.704
1.35,0.702
1.36,0.7
1.37,0.698
1.38,0.695
1.39,0.693
1.4,0.692
1.41,0.69
1.42,0.688
1.43,0.686
1.44,0.684
1.45,0.682
1.46,0.68
1.47,0.678
1.48,0.676
1.49,0.675
1.5,0.673
1.51,0.671
1.52,0.669
1.53,0.668
1.54,0.666
1.55,0.664
1.56,0.663
1.57,0.661
1.58,0.659
1.59,0.658
1.6,0.656
1.61,0.655
