90,0.005
85,0.0055
80,0.006
75,0.007
70,0.0075
65,0.008
60,0.01
55,0.014
50,0.017
45,0.02
40,0.024
35,0.2
30,0.3
25,0.4
20,0.6
15,0.75
10,0.95
9,1.1
8,1.25
7,1.4
6,1.5
5,1.6
4,1.65
3,1.7
2,1.8
1,1.85
0,1.8
