0.01,0.533791753
0.02,0.494731444
0.03,0.480387619
0.04,0.473385295
0.05,0.469580664
0.06,0.467449263
0.07,0.466294354
0.08,0.466662462
0.09,0.468779544
0.1,0.470979829
0.11,0.472988467
0.12,0.474743685
0.13,0.476251591
0.14,0.477538652
0.15,0.478635128
0.16,0.479569419
0.17,0.480366331
0.18,0.481046924
0.19,0.481628847
0.2,0.482126814
0.21,0.482553109
0.22,0.482917972
0.23,0.483229988
0.24,0.483496371
0.25,0.483723216
0.26,0.484244854
0.27,0.484736529
0.28,0.485201962
0.29,0.48564439
0.3,0.486066605
0.31,0.486470987
0.32,0.486859599
0.33,0.487234285
0.34,0.48759659
0.35,0.487947914
0.36,0.488289486
0.37,0.488622342
0.38,0.488947442
0.39,0.489265635
0.4,0.489577646
0.41,0.489884113
0.42,0.490185639
0.43,0.490482745
0.44,0.490775914
0.45,0.491065548
0.46,0.491352003
0.47,0.491635648
0.48,0.491916754
0.49,0.492195627
0.5,0.492472476
0.51,0.492747541
0.52,0.493021039
0.53,0.493293135
0.54,0.493563976
0.55,0.493833728
0.56,0.494102527
0.57,0.494370509
0.58,0.494637771
0.59,0.494904399
0.6,0.495170498
0.61,0.496031842
0.62,0.49687141
0.63,0.497710697
0.64,0.498549734
0.65,0.499388629
0.66,0.500227353
0.67,0.501066116
0.68,0.501904684
0.69,0.502743426
0.7,0.503582049
0.71,0.504420916
0.72,0.505259725
0.73,0.506098838
0.74,0.506937947
0.75,0.507777239
0.76,0.508616904
0.77,0.509456625
0.78,0.510296755
0.79,0.511136973
0.8,0.51197763
0.81,0.512818403
0.82,0.513659636
0.83,0.514501009
0.84,0.515342861
0.85,0.516184869
0.86,0.517027372
0.87,0.517870045
0.88,0.518713226
0.89,0.519556586
0.9,0.520400464
0.91,0.523939187
0.92,0.534555357
0.93,1.02792935
0.94,1.998753083
0.95,2.969576815
0.96,3.940400548
0.97,4.911224281
0.98,5.882048014
0.99,6.852871746
1,7.823695479
1.01,8.794519212
1.02,9.765342944
1.03,10.73616668
1.04,11.70699041
1.05,12.67781414
1.06,12.67189414
1.07,12.66609233
1.08,12.66041846
1.09,12.6548523
1.1,12.6494036
1.11,12.64407213
1.12,12.63883763
1.13,12.63370986
1.14,12.62868857
1.15,12.62376351
1.16,12.61804282
1.17,12.61238895
1.18,12.60683435
1.19,12.60099028
1.2,12.59400388
1.21,12.58722982
1.22,12.58064971
1.23,12.574243
1.24,12.56801311
1.25,12.56194508
1.26,12.5560251
1.27,12.55027038
1.28,12.54465853
1.29,12.5391976
1.3,12.53387572
1.31,12.52869178
1.32,12.52365425
1.33,12.51874224
1.34,12.51396461
1.35,12.50932071
1.36,12.50479958
1.37,12.50041065
1.38,12.49614329
1.39,12.49200697
1.4,12.48798106
1.41,12.48407512
1.42,12.48028873
1.43,12.4766216
1.44,12.47307328
1.45,12.46963346
1.46,12.46630184
1.47,12.46308805
1.48,12.45999206
1.49,12.45699343
1.5,12.45410197
1.51,12.45132758
1.52,12.44865999
1.53,12.44608917
1.54,12.44362477
1.55,12.44126686
1.56,12.43900515
1.57,12.43684972
1.58,12.43480031
1.59,12.43284695
1.6,12.43098945
1.61,12.42923789
1.62,12.42757211
1.63,12.42602219
1.64,12.4245579
1.65,12.42318945
1.66,12.42191673
1.67,12.42074963
1.68,12.41966837
1.69,12.41868278
1.7,12.41778298
1.71,12.41698892
1.72,12.41628063
1.73,12.41170455
1.74,12.40698407
1.75,12.40232103
1.76,12.39771451
1.77,12.39315393
1.78,12.38863863
1.79,12.384178
1.8,12.37977131
1.81,12.3753981
1.82,12.37107779
1.83,12.36679975
1.84,12.36256346
1.85,12.35836841
1.86,12.35422412
1.87,12.35012011
1.88,12.34604594
1.89,12.34202117
1.9,12.33803538
1.91,12.33407806
1.92,12.33016891
1.93,12.32628745
1.94,12.32245332
1.95,12.31864625
1.96,12.31487569
1.97,12.31114152
1.98,12.3074333
1.99,12.30376061
2,12.30012327
2.01,12.2967251
2.02,12.29334534
2.03,12.29000044
2.04,12.28669006
2.05,12.28340393
2.06,12.28015182
2.07,12.27692358
2.08,12.27372879
2.09,12.27055742
2.1,12.26740906
2.11,12.26430348
2.12,12.26121068
2.13,12.25815026
2.14,12.25512203
2.15,12.25210579
2.16,12.24912145
2.17,12.24616863
2.18,12.24323737
2.19,12.24032736
2.2,12.23743836
2.21,12.23457029
2.22,12.23173299
2.23,12.22891621
2.24,12.22611987
2.25,12.22335375
2.26,12.22060768
2.27,12.21787151
2.28,12.21516521
2.29,12.21247844
2.3,12.20981114
2.31,12.2071632
2.32,12.20454448
2.33,12.20193474
2.34,12.19935386
2.35,12.19678182
2.36,12.19423848
2.37,12.19170351
2.38,12.18919692
2.39,12.18669867
2.4,12.18422845
2.41,12.18176624
2.42,12.17933193
2.43,12.17690531
2.44,12.17449637
2.45,12.17210499
2.46,12.16974087
2.47,12.1673841
2.48,12.16504447
2.49,12.16272189
2.5,12.16040624
